file_path,modality,vocal_channel,emotion,intensity,statement,repetition,actor,audio_length
D:/1188976/Audio_Speech_Actors_01-24\Actor_11\03-01-05-02-01-02-11.wav,3,1,5,2,1,2,11,3.970625
D:/1188976/Audio_Speech_Actors_01-24\Actor_11\03-01-05-02-02-01-11.wav,3,1,5,2,2,1,11,3.9372708333333333
D:/1188976/Audio_Speech_Actors_01-24\Actor_11\03-01-05-02-02-02-11.wav,3,1,5,2,2,2,11,3.7704375
D:/1188976/Audio_Speech_Actors_01-24\Actor_11\03-01-06-01-01-01-11.wav,3,1,6,1,1,1,11,3.470125
D:/1188976/Audio_Speech_Actors_01-24\Actor_11\03-01-06-01-01-02-11.wav,3,1,6,1,1,2,11,3.5035
D:/1188976/Audio_Speech_Actors_01-24\Actor_11\03-01-06-01-02-01-11.wav,3,1,6,1,2,1,11,3.1698333333333335
D:/1188976/Audio_Speech_Actors_01-24\Actor_11\03-01-06-01-02-02-11.wav,3,1,6,1,2,2,11,3.2032083333333334
D:/1188976/Audio_Speech_Actors_01-24\Actor_11\03-01-06-02-01-01-11.wav,3,1,6,2,1,1,11,3.2032083333333334
D:/1188976/Audio_Speech_Actors_01-24\Actor_11\03-01-06-02-01-02-11.wav,3,1,6,2,1,2,11,3.2032083333333334
D:/1188976/Audio_Speech_Actors_01-24\Actor_11\03-01-06-02-02-01-11.wav,3,1,6,2,2,1,11,3.06975
D:/1188976/Audio_Speech_Actors_01-24\Actor_11\03-01-06-02-02-02-11.wav,3,1,6,2,2,2,11,3.136458333333333
D:/1188976/Audio_Speech_Actors_01-24\Actor_11\03-01-07-01-01-01-11.wav,3,1,7,1,1,1,11,3.6703333333333332
D:/1188976/Audio_Speech_Actors_01-24\Actor_11\03-01-07-01-01-02-11.wav,3,1,7,1,1,2,11,3.6036041666666665
D:/1188976/Audio_Speech_Actors_01-24\Actor_11\03-01-07-01-02-01-11.wav,3,1,7,1,2,1,11,3.470125
D:/1188976/Audio_Speech_Actors_01-24\Actor_11\03-01-07-01-02-02-11.wav,3,1,7,1,2,2,11,3.6703333333333332
D:/1188976/Audio_Speech_Actors_01-24\Actor_11\03-01-07-02-01-01-11.wav,3,1,7,2,1,1,11,3.8038125
D:/1188976/Audio_Speech_Actors_01-24\Actor_11\03-01-07-02-01-02-11.wav,3,1,7,2,1,2,11,3.8038125
D:/1188976/Audio_Speech_Actors_01-24\Actor_11\03-01-07-02-02-01-11.wav,3,1,7,2,2,1,11,3.7370625
D:/1188976/Audio_Speech_Actors_01-24\Actor_11\03-01-07-02-02-02-11.wav,3,1,7,2,2,2,11,3.7370625
D:/1188976/Audio_Speech_Actors_01-24\Actor_11\03-01-08-01-01-01-11.wav,3,1,8,1,1,1,11,3.069729166666667
D:/1188976/Audio_Speech_Actors_01-24\Actor_11\03-01-08-01-01-02-11.wav,3,1,8,1,1,2,11,3.136458333333333
D:/1188976/Audio_Speech_Actors_01-24\Actor_11\03-01-08-01-02-01-11.wav,3,1,8,1,2,1,11,3.1698333333333335
D:/1188976/Audio_Speech_Actors_01-24\Actor_11\03-01-08-01-02-02-11.wav,3,1,8,1,2,2,11,2.969625
D:/1188976/Audio_Speech_Actors_01-24\Actor_11\03-01-08-02-01-01-11.wav,3,1,8,2,1,1,11,3.069729166666667
D:/1188976/Audio_Speech_Actors_01-24\Actor_11\03-01-08-02-01-02-11.wav,3,1,8,2,1,2,11,3.1031041666666668
D:/1188976/Audio_Speech_Actors_01-24\Actor_11\03-01-08-02-02-01-11.wav,3,1,8,2,2,1,11,3.069729166666667
D:/1188976/Audio_Speech_Actors_01-24\Actor_11\03-01-08-02-02-02-11.wav,3,1,8,2,2,2,11,3.069729166666667
D:/1188976/Audio_Speech_Actors_01-24\Actor_12\03-01-01-01-01-01-12.wav,3,1,1,1,1,1,12,3.6369583333333333
D:/1188976/Audio_Speech_Actors_01-24\Actor_12\03-01-01-01-01-02-12.wav,3,1,1,1,1,2,12,3.536875
D:/1188976/Audio_Speech_Actors_01-24\Actor_12\03-01-01-01-02-01-12.wav,3,1,1,1,2,1,12,3.6036041666666665
D:/1188976/Audio_Speech_Actors_01-24\Actor_12\03-01-01-01-02-02-12.wav,3,1,1,1,2,2,12,3.636979166666667
D:/1188976/Audio_Speech_Actors_01-24\Actor_12\03-01-02-01-01-01-12.wav,3,1,2,1,1,1,12,3.8705208333333334
D:/1188976/Audio_Speech_Actors_01-24\Actor_12\03-01-02-01-01-02-12.wav,3,1,2,1,1,2,12,3.7704166666666667
D:/1188976/Audio_Speech_Actors_01-24\Actor_12\03-01-02-01-02-01-12.wav,3,1,2,1,2,1,12,3.7704375
D:/1188976/Audio_Speech_Actors_01-24\Actor_12\03-01-02-01-02-02-12.wav,3,1,2,1,2,2,12,3.6703333333333332
D:/1188976/Audio_Speech_Actors_01-24\Actor_12\03-01-02-02-01-01-12.wav,3,1,2,2,1,1,12,3.970625
D:/1188976/Audio_Speech_Actors_01-24\Actor_12\03-01-02-02-01-02-12.wav,3,1,2,2,1,2,12,3.7704375
D:/1188976/Audio_Speech_Actors_01-24\Actor_12\03-01-02-02-02-01-12.wav,3,1,2,2,2,1,12,3.7370833333333335
D:/1188976/Audio_Speech_Actors_01-24\Actor_12\03-01-02-02-02-02-12.wav,3,1,2,2,2,2,12,3.8038125
D:/1188976/Audio_Speech_Actors_01-24\Actor_12\03-01-03-01-01-01-12.wav,3,1,3,1,1,1,12,3.703708333333333
D:/1188976/Audio_Speech_Actors_01-24\Actor_12\03-01-03-01-01-02-12.wav,3,1,3,1,1,2,12,3.7370625
D:/1188976/Audio_Speech_Actors_01-24\Actor_12\03-01-03-01-02-01-12.wav,3,1,3,1,2,1,12,3.5035
D:/1188976/Audio_Speech_Actors_01-24\Actor_12\03-01-03-01-02-02-12.wav,3,1,3,1,2,2,12,3.7370833333333335
D:/1188976/Audio_Speech_Actors_01-24\Actor_12\03-01-03-02-01-01-12.wav,3,1,3,2,1,1,12,4.204208333333334
D:/1188976/Audio_Speech_Actors_01-24\Actor_12\03-01-03-02-01-02-12.wav,3,1,3,2,1,2,12,4.137458333333333
D:/1188976/Audio_Speech_Actors_01-24\Actor_12\03-01-03-02-02-01-12.wav,3,1,3,2,2,1,12,3.9039166666666665
D:/1188976/Audio_Speech_Actors_01-24\Actor_12\03-01-03-02-02-02-12.wav,3,1,3,2,2,2,12,3.970625
D:/1188976/Audio_Speech_Actors_01-24\Actor_12\03-01-04-01-01-01-12.wav,3,1,4,1,1,1,12,3.6703333333333332
D:/1188976/Audio_Speech_Actors_01-24\Actor_12\03-01-04-01-01-02-12.wav,3,1,4,1,1,2,12,3.6035833333333334
D:/1188976/Audio_Speech_Actors_01-24\Actor_12\03-01-04-01-02-01-12.wav,3,1,4,1,2,1,12,3.6703333333333332
D:/1188976/Audio_Speech_Actors_01-24\Actor_12\03-01-04-01-02-02-12.wav,3,1,4,1,2,2,12,3.5702291666666666
D:/1188976/Audio_Speech_Actors_01-24\Actor_12\03-01-04-02-01-01-12.wav,3,1,4,2,1,1,12,3.8705208333333334
D:/1188976/Audio_Speech_Actors_01-24\Actor_12\03-01-04-02-01-02-12.wav,3,1,4,2,1,2,12,3.7704375
D:/1188976/Audio_Speech_Actors_01-24\Actor_12\03-01-04-02-02-01-12.wav,3,1,4,2,2,1,12,3.8037916666666667
D:/1188976/Audio_Speech_Actors_01-24\Actor_12\03-01-04-02-02-02-12.wav,3,1,4,2,2,2,12,3.8705416666666665
D:/1188976/Audio_Speech_Actors_01-24\Actor_12\03-01-05-01-01-01-12.wav,3,1,5,1,1,1,12,4.2709375
D:/1188976/Audio_Speech_Actors_01-24\Actor_12\03-01-05-01-01-02-12.wav,3,1,5,1,1,2,12,3.970625
D:/1188976/Audio_Speech_Actors_01-24\Actor_12\03-01-05-01-02-01-12.wav,3,1,5,1,2,1,12,3.7370833333333335
D:/1188976/Audio_Speech_Actors_01-24\Actor_12\03-01-05-01-02-02-12.wav,3,1,5,1,2,2,12,4.137458333333333
D:/1188976/Audio_Speech_Actors_01-24\Actor_12\03-01-05-02-01-01-12.wav,3,1,5,2,1,1,12,3.6369583333333333
D:/1188976/Audio_Speech_Actors_01-24\Actor_12\03-01-05-02-01-02-12.wav,3,1,5,2,1,2,12,3.6703333333333332
D:/1188976/Audio_Speech_Actors_01-24\Actor_12\03-01-05-02-02-01-12.wav,3,1,5,2,2,1,12,3.8038125
D:/1188976/Audio_Speech_Actors_01-24\Actor_12\03-01-05-02-02-02-12.wav,3,1,5,2,2,2,12,3.8371666666666666
D:/1188976/Audio_Speech_Actors_01-24\Actor_12\03-01-06-01-01-01-12.wav,3,1,6,1,1,1,12,3.4034166666666668
D:/1188976/Audio_Speech_Actors_01-24\Actor_12\03-01-06-01-01-02-12.wav,3,1,6,1,1,2,12,3.5035
D:/1188976/Audio_Speech_Actors_01-24\Actor_12\03-01-06-01-02-01-12.wav,3,1,6,1,2,1,12,3.3700208333333332
D:/1188976/Audio_Speech_Actors_01-24\Actor_12\03-01-06-01-02-02-12.wav,3,1,6,1,2,2,12,3.2032083333333334
D:/1188976/Audio_Speech_Actors_01-24\Actor_12\03-01-06-02-01-01-12.wav,3,1,6,2,1,1,12,3.7370833333333335
D:/1188976/Audio_Speech_Actors_01-24\Actor_12\03-01-06-02-01-02-12.wav,3,1,6,2,1,2,12,3.703708333333333
D:/1188976/Audio_Speech_Actors_01-24\Actor_12\03-01-06-02-02-01-12.wav,3,1,6,2,2,1,12,3.4701458333333335
D:/1188976/Audio_Speech_Actors_01-24\Actor_12\03-01-06-02-02-02-12.wav,3,1,6,2,2,2,12,3.6703333333333332
D:/1188976/Audio_Speech_Actors_01-24\Actor_12\03-01-07-01-01-01-12.wav,3,1,7,1,1,1,12,3.7370625
D:/1188976/Audio_Speech_Actors_01-24\Actor_12\03-01-07-01-01-02-12.wav,3,1,7,1,1,2,12,3.703708333333333
D:/1188976/Audio_Speech_Actors_01-24\Actor_12\03-01-07-01-02-01-12.wav,3,1,7,1,2,1,12,3.6036041666666665
D:/1188976/Audio_Speech_Actors_01-24\Actor_12\03-01-07-01-02-02-12.wav,3,1,7,1,2,2,12,3.703708333333333
D:/1188976/Audio_Speech_Actors_01-24\Actor_12\03-01-07-02-01-01-12.wav,3,1,7,2,1,1,12,3.970645833333333
D:/1188976/Audio_Speech_Actors_01-24\Actor_12\03-01-07-02-02-01-12.wav,3,1,7,2,2,1,12,4.204208333333334
D:/1188976/Audio_Speech_Actors_01-24\Actor_12\03-01-07-02-02-02-12.wav,3,1,7,2,2,2,12,3.970645833333333
D:/1188976/Audio_Speech_Actors_01-24\Actor_12\03-01-08-01-01-01-12.wav,3,1,8,1,1,1,12,3.536875
D:/1188976/Audio_Speech_Actors_01-24\Actor_12\03-01-08-01-01-02-12.wav,3,1,8,1,1,2,12,3.6369583333333333
D:/1188976/Audio_Speech_Actors_01-24\Actor_12\03-01-08-01-02-01-12.wav,3,1,8,1,2,1,12,3.5035
D:/1188976/Audio_Speech_Actors_01-24\Actor_12\03-01-08-01-02-02-12.wav,3,1,8,1,2,2,12,3.6036041666666665
D:/1188976/Audio_Speech_Actors_01-24\Actor_12\03-01-08-02-01-01-12.wav,3,1,8,2,1,1,12,3.7036875
D:/1188976/Audio_Speech_Actors_01-24\Actor_12\03-01-08-02-01-02-12.wav,3,1,8,2,1,2,12,3.7370625
D:/1188976/Audio_Speech_Actors_01-24\Actor_12\03-01-08-02-02-01-12.wav,3,1,8,2,2,1,12,3.7370625
D:/1188976/Audio_Speech_Actors_01-24\Actor_12\03-01-08-02-02-02-12.wav,3,1,8,2,2,2,12,3.6703333333333332
D:/1188976/Audio_Speech_Actors_01-24\Actor_13\03-01-01-01-01-01-13.wav,3,1,1,1,1,1,13,3.1698333333333335
D:/1188976/Audio_Speech_Actors_01-24\Actor_13\03-01-01-01-01-02-13.wav,3,1,1,1,1,2,13,3.2031875
D:/1188976/Audio_Speech_Actors_01-24\Actor_13\03-01-01-01-02-01-13.wav,3,1,1,1,2,1,13,3.069729166666667
D:/1188976/Audio_Speech_Actors_01-24\Actor_13\03-01-01-01-02-02-13.wav,3,1,1,1,2,2,13,3.136458333333333
D:/1188976/Audio_Speech_Actors_01-24\Actor_13\03-01-02-01-01-01-13.wav,3,1,2,1,1,1,13,3.3032916666666665
D:/1188976/Audio_Speech_Actors_01-24\Actor_13\03-01-02-01-01-02-13.wav,3,1,2,1,1,2,13,3.1698333333333335
D:/1188976/Audio_Speech_Actors_01-24\Actor_13\03-01-02-01-02-01-13.wav,3,1,2,1,2,1,13,3.136458333333333
D:/1188976/Audio_Speech_Actors_01-24\Actor_13\03-01-02-01-02-02-13.wav,3,1,2,1,2,2,13,2.9362708333333334
D:/1188976/Audio_Speech_Actors_01-24\Actor_13\03-01-02-02-01-01-13.wav,3,1,2,2,1,1,13,3.1364791666666667
D:/1188976/Audio_Speech_Actors_01-24\Actor_13\03-01-02-02-01-02-13.wav,3,1,2,2,1,2,13,3.2032083333333334
D:/1188976/Audio_Speech_Actors_01-24\Actor_13\03-01-02-02-02-01-13.wav,3,1,2,2,2,1,13,3.003
D:/1188976/Audio_Speech_Actors_01-24\Actor_13\03-01-02-02-02-02-13.wav,3,1,2,2,2,2,13,3.0363541666666665
D:/1188976/Audio_Speech_Actors_01-24\Actor_13\03-01-03-01-01-01-13.wav,3,1,3,1,1,1,13,3.2365625
D:/1188976/Audio_Speech_Actors_01-24\Actor_13\03-01-03-01-01-02-13.wav,3,1,3,1,1,2,13,3.2032083333333334
D:/1188976/Audio_Speech_Actors_01-24\Actor_13\03-01-03-01-02-01-13.wav,3,1,3,1,2,1,13,3.1364791666666667
D:/1188976/Audio_Speech_Actors_01-24\Actor_13\03-01-03-01-02-02-13.wav,3,1,3,1,2,2,13,3.2032083333333334
D:/1188976/Audio_Speech_Actors_01-24\Actor_13\03-01-03-02-01-01-13.wav,3,1,3,2,1,1,13,3.4367708333333336
D:/1188976/Audio_Speech_Actors_01-24\Actor_13\03-01-03-02-01-02-13.wav,3,1,3,2,1,2,13,3.6036041666666665
D:/1188976/Audio_Speech_Actors_01-24\Actor_13\03-01-03-02-02-01-13.wav,3,1,3,2,2,1,13,3.3700208333333332
D:/1188976/Audio_Speech_Actors_01-24\Actor_13\03-01-03-02-02-02-13.wav,3,1,3,2,2,2,13,3.3366666666666664
D:/1188976/Audio_Speech_Actors_01-24\Actor_13\03-01-04-01-01-01-13.wav,3,1,4,1,1,1,13,3.5702291666666666
D:/1188976/Audio_Speech_Actors_01-24\Actor_13\03-01-04-01-01-02-13.wav,3,1,4,1,1,2,13,3.5368541666666666
D:/1188976/Audio_Speech_Actors_01-24\Actor_13\03-01-04-01-02-01-13.wav,3,1,4,1,2,1,13,3.4367708333333336
D:/1188976/Audio_Speech_Actors_01-24\Actor_13\03-01-04-01-02-02-13.wav,3,1,4,1,2,2,13,3.370041666666667
D:/1188976/Audio_Speech_Actors_01-24\Actor_13\03-01-04-02-01-01-13.wav,3,1,4,2,1,1,13,3.3366666666666664
D:/1188976/Audio_Speech_Actors_01-24\Actor_13\03-01-04-02-01-02-13.wav,3,1,4,2,1,2,13,3.3032916666666665
D:/1188976/Audio_Speech_Actors_01-24\Actor_13\03-01-04-02-02-01-13.wav,3,1,4,2,2,1,13,3.4367708333333336
D:/1188976/Audio_Speech_Actors_01-24\Actor_13\03-01-04-02-02-02-13.wav,3,1,4,2,2,2,13,3.2031875
D:/1188976/Audio_Speech_Actors_01-24\Actor_13\03-01-05-01-01-01-13.wav,3,1,5,1,1,1,13,3.4367708333333336
D:/1188976/Audio_Speech_Actors_01-24\Actor_13\03-01-05-01-01-02-13.wav,3,1,5,1,1,2,13,3.5368541666666666
D:/1188976/Audio_Speech_Actors_01-24\Actor_13\03-01-05-01-02-01-13.wav,3,1,5,1,2,1,13,3.6036041666666665
D:/1188976/Audio_Speech_Actors_01-24\Actor_13\03-01-05-01-02-02-13.wav,3,1,5,1,2,2,13,3.3700208333333332
D:/1188976/Audio_Speech_Actors_01-24\Actor_13\03-01-05-02-01-01-13.wav,3,1,5,2,1,1,13,3.6703333333333332
D:/1188976/Audio_Speech_Actors_01-24\Actor_13\03-01-05-02-01-02-13.wav,3,1,5,2,1,2,13,4.2709375
D:/1188976/Audio_Speech_Actors_01-24\Actor_13\03-01-05-02-02-01-13.wav,3,1,5,2,2,1,13,3.5702291666666666
D:/1188976/Audio_Speech_Actors_01-24\Actor_13\03-01-05-02-02-02-13.wav,3,1,5,2,2,2,13,4.170833333333333
D:/1188976/Audio_Speech_Actors_01-24\Actor_13\03-01-06-01-01-01-13.wav,3,1,6,1,1,1,13,3.1364791666666667
D:/1188976/Audio_Speech_Actors_01-24\Actor_13\03-01-06-01-01-02-13.wav,3,1,6,1,1,2,13,3.1698333333333335
D:/1188976/Audio_Speech_Actors_01-24\Actor_13\03-01-06-01-02-01-13.wav,3,1,6,1,2,1,13,3.2032083333333334
D:/1188976/Audio_Speech_Actors_01-24\Actor_13\03-01-06-01-02-02-13.wav,3,1,6,1,2,2,13,3.2365625
D:/1188976/Audio_Speech_Actors_01-24\Actor_13\03-01-06-02-01-01-13.wav,3,1,6,2,1,1,13,3.370041666666667
D:/1188976/Audio_Speech_Actors_01-24\Actor_13\03-01-06-02-01-02-13.wav,3,1,6,2,1,2,13,3.2699375
D:/1188976/Audio_Speech_Actors_01-24\Actor_13\03-01-06-02-02-01-13.wav,3,1,6,2,2,1,13,3.5035
D:/1188976/Audio_Speech_Actors_01-24\Actor_13\03-01-06-02-02-02-13.wav,3,1,6,2,2,2,13,3.2032083333333334
D:/1188976/Audio_Speech_Actors_01-24\Actor_13\03-01-07-01-01-01-13.wav,3,1,7,1,1,1,13,3.136458333333333
D:/1188976/Audio_Speech_Actors_01-24\Actor_13\03-01-07-01-01-02-13.wav,3,1,7,1,1,2,13,3.1698333333333335
D:/1188976/Audio_Speech_Actors_01-24\Actor_13\03-01-07-01-02-01-13.wav,3,1,7,1,2,1,13,3.2699375
D:/1188976/Audio_Speech_Actors_01-24\Actor_13\03-01-07-01-02-02-13.wav,3,1,7,1,2,2,13,3.2365625
D:/1188976/Audio_Speech_Actors_01-24\Actor_13\03-01-07-02-01-01-13.wav,3,1,7,2,1,1,13,3.403395833333333
D:/1188976/Audio_Speech_Actors_01-24\Actor_13\03-01-07-02-01-02-13.wav,3,1,7,2,1,2,13,3.703708333333333
D:/1188976/Audio_Speech_Actors_01-24\Actor_13\03-01-07-02-02-01-13.wav,3,1,7,2,2,1,13,3.403395833333333
D:/1188976/Audio_Speech_Actors_01-24\Actor_13\03-01-07-02-02-02-13.wav,3,1,7,2,2,2,13,3.4367708333333336
D:/1188976/Audio_Speech_Actors_01-24\Actor_13\03-01-08-01-01-01-13.wav,3,1,8,1,1,1,13,3.403395833333333
D:/1188976/Audio_Speech_Actors_01-24\Actor_13\03-01-08-01-01-02-13.wav,3,1,8,1,1,2,13,3.136458333333333
D:/1188976/Audio_Speech_Actors_01-24\Actor_13\03-01-08-01-02-01-13.wav,3,1,8,1,2,1,13,3.1364791666666667
D:/1188976/Audio_Speech_Actors_01-24\Actor_13\03-01-08-01-02-02-13.wav,3,1,8,1,2,2,13,3.036375
D:/1188976/Audio_Speech_Actors_01-24\Actor_13\03-01-08-02-01-01-13.wav,3,1,8,2,1,1,13,3.3366666666666664
D:/1188976/Audio_Speech_Actors_01-24\Actor_13\03-01-08-02-01-02-13.wav,3,1,8,2,1,2,13,3.3032916666666665
D:/1188976/Audio_Speech_Actors_01-24\Actor_13\03-01-08-02-02-01-13.wav,3,1,8,2,2,1,13,3.3366666666666664
D:/1188976/Audio_Speech_Actors_01-24\Actor_13\03-01-08-02-02-02-13.wav,3,1,8,2,2,2,13,3.3032916666666665
D:/1188976/Audio_Speech_Actors_01-24\Actor_14\03-01-01-01-01-01-14.wav,3,1,1,1,1,1,14,3.470125
D:/1188976/Audio_Speech_Actors_01-24\Actor_14\03-01-01-01-01-02-14.wav,3,1,1,1,1,2,14,3.3366666666666664
D:/1188976/Audio_Speech_Actors_01-24\Actor_14\03-01-01-01-02-01-14.wav,3,1,1,1,2,1,14,3.4701458333333335
D:/1188976/Audio_Speech_Actors_01-24\Actor_14\03-01-01-01-02-02-14.wav,3,1,1,1,2,2,14,3.5702291666666666
D:/1188976/Audio_Speech_Actors_01-24\Actor_14\03-01-02-01-01-01-14.wav,3,1,2,1,1,1,14,3.7370625
D:/1188976/Audio_Speech_Actors_01-24\Actor_14\03-01-02-01-01-02-14.wav,3,1,2,1,1,2,14,3.5702291666666666
D:/1188976/Audio_Speech_Actors_01-24\Actor_14\03-01-02-01-02-01-14.wav,3,1,2,1,2,1,14,3.4034166666666668
D:/1188976/Audio_Speech_Actors_01-24\Actor_14\03-01-02-01-02-02-14.wav,3,1,2,1,2,2,14,3.5035
D:/1188976/Audio_Speech_Actors_01-24\Actor_14\03-01-02-02-01-01-14.wav,3,1,2,2,1,1,14,3.8705208333333334
D:/1188976/Audio_Speech_Actors_01-24\Actor_14\03-01-02-02-01-02-14.wav,3,1,2,2,1,2,14,3.9038958333333333
D:/1188976/Audio_Speech_Actors_01-24\Actor_14\03-01-02-02-02-01-14.wav,3,1,2,2,2,1,14,3.7370625
D:/1188976/Audio_Speech_Actors_01-24\Actor_14\03-01-02-02-02-02-14.wav,3,1,2,2,2,2,14,3.7704375
D:/1188976/Audio_Speech_Actors_01-24\Actor_14\03-01-03-01-01-01-14.wav,3,1,3,1,1,1,14,3.703708333333333
D:/1188976/Audio_Speech_Actors_01-24\Actor_14\03-01-03-01-01-02-14.wav,3,1,3,1,1,2,14,3.6703333333333332
D:/1188976/Audio_Speech_Actors_01-24\Actor_14\03-01-03-01-02-01-14.wav,3,1,3,1,2,1,14,3.403395833333333
D:/1188976/Audio_Speech_Actors_01-24\Actor_14\03-01-03-01-02-02-14.wav,3,1,3,1,2,2,14,3.470125
D:/1188976/Audio_Speech_Actors_01-24\Actor_14\03-01-03-02-01-01-14.wav,3,1,3,2,1,1,14,3.7704166666666667
D:/1188976/Audio_Speech_Actors_01-24\Actor_14\03-01-03-02-01-02-14.wav,3,1,3,2,1,2,14,3.7370625
D:/1188976/Audio_Speech_Actors_01-24\Actor_14\03-01-03-02-02-01-14.wav,3,1,3,2,2,1,14,3.8371666666666666
D:/1188976/Audio_Speech_Actors_01-24\Actor_14\03-01-03-02-02-02-14.wav,3,1,3,2,2,2,14,3.7370625
D:/1188976/Audio_Speech_Actors_01-24\Actor_14\03-01-04-01-01-01-14.wav,3,1,4,1,1,1,14,3.7370625
D:/1188976/Audio_Speech_Actors_01-24\Actor_14\03-01-04-01-01-02-14.wav,3,1,4,1,1,2,14,3.6036041666666665
D:/1188976/Audio_Speech_Actors_01-24\Actor_14\03-01-04-01-02-01-14.wav,3,1,4,1,2,1,14,3.6036041666666665
D:/1188976/Audio_Speech_Actors_01-24\Actor_14\03-01-04-01-02-02-14.wav,3,1,4,1,2,2,14,3.536875
D:/1188976/Audio_Speech_Actors_01-24\Actor_14\03-01-04-02-01-01-14.wav,3,1,4,2,1,1,14,3.8705208333333334
D:/1188976/Audio_Speech_Actors_01-24\Actor_14\03-01-04-02-01-02-14.wav,3,1,4,2,1,2,14,3.6703333333333332
D:/1188976/Audio_Speech_Actors_01-24\Actor_14\03-01-04-02-02-01-14.wav,3,1,4,2,2,1,14,3.6703333333333332
D:/1188976/Audio_Speech_Actors_01-24\Actor_14\03-01-04-02-02-02-14.wav,3,1,4,2,2,2,14,3.9039166666666665
D:/1188976/Audio_Speech_Actors_01-24\Actor_14\03-01-05-01-01-01-14.wav,3,1,5,1,1,1,14,3.6035833333333334
D:/1188976/Audio_Speech_Actors_01-24\Actor_14\03-01-05-01-01-02-14.wav,3,1,5,1,1,2,14,3.703708333333333
D:/1188976/Audio_Speech_Actors_01-24\Actor_14\03-01-05-01-02-01-14.wav,3,1,5,1,2,1,14,3.7370625
D:/1188976/Audio_Speech_Actors_01-24\Actor_14\03-01-05-01-02-02-14.wav,3,1,5,1,2,2,14,3.9039166666666665
D:/1188976/Audio_Speech_Actors_01-24\Actor_14\03-01-05-02-01-01-14.wav,3,1,5,2,1,1,14,4.2709375
D:/1188976/Audio_Speech_Actors_01-24\Actor_14\03-01-05-02-01-02-14.wav,3,1,5,2,1,2,14,4.371020833333334
D:/1188976/Audio_Speech_Actors_01-24\Actor_14\03-01-05-02-02-01-14.wav,3,1,5,2,2,1,14,4.170833333333333
D:/1188976/Audio_Speech_Actors_01-24\Actor_14\03-01-05-02-02-02-14.wav,3,1,5,2,2,2,14,4.404416666666667
D:/1188976/Audio_Speech_Actors_01-24\Actor_14\03-01-06-01-01-01-14.wav,3,1,6,1,1,1,14,3.3700208333333332
D:/1188976/Audio_Speech_Actors_01-24\Actor_14\03-01-06-01-01-02-14.wav,3,1,6,1,1,2,14,3.5702291666666666
D:/1188976/Audio_Speech_Actors_01-24\Actor_14\03-01-06-01-02-01-14.wav,3,1,6,1,2,1,14,3.370041666666667
D:/1188976/Audio_Speech_Actors_01-24\Actor_14\03-01-06-01-02-02-14.wav,3,1,6,1,2,2,14,3.3700208333333332
D:/1188976/Audio_Speech_Actors_01-24\Actor_14\03-01-06-02-01-01-14.wav,3,1,6,2,1,1,14,3.3700208333333332
D:/1188976/Audio_Speech_Actors_01-24\Actor_14\03-01-06-02-01-02-14.wav,3,1,6,2,1,2,14,3.403395833333333
D:/1188976/Audio_Speech_Actors_01-24\Actor_14\03-01-06-02-02-01-14.wav,3,1,6,2,2,1,14,3.5035
D:/1188976/Audio_Speech_Actors_01-24\Actor_14\03-01-06-02-02-02-14.wav,3,1,6,2,2,2,14,3.470125
D:/1188976/Audio_Speech_Actors_01-24\Actor_14\03-01-07-01-01-01-14.wav,3,1,7,1,1,1,14,3.7704166666666667
D:/1188976/Audio_Speech_Actors_01-24\Actor_14\03-01-07-01-01-02-14.wav,3,1,7,1,1,2,14,3.6369583333333333
D:/1188976/Audio_Speech_Actors_01-24\Actor_14\03-01-07-01-02-01-14.wav,3,1,7,1,2,1,14,3.7370625
D:/1188976/Audio_Speech_Actors_01-24\Actor_14\03-01-07-01-02-02-14.wav,3,1,7,1,2,2,14,3.7704375
D:/1188976/Audio_Speech_Actors_01-24\Actor_14\03-01-07-02-01-01-14.wav,3,1,7,2,1,1,14,3.93725
D:/1188976/Audio_Speech_Actors_01-24\Actor_14\03-01-07-02-01-02-14.wav,3,1,7,2,1,2,14,3.7370625
D:/1188976/Audio_Speech_Actors_01-24\Actor_14\03-01-07-02-02-01-14.wav,3,1,7,2,2,1,14,3.6703333333333332
D:/1188976/Audio_Speech_Actors_01-24\Actor_14\03-01-07-02-02-02-14.wav,3,1,7,2,2,2,14,3.8037916666666667
D:/1188976/Audio_Speech_Actors_01-24\Actor_14\03-01-08-01-01-01-14.wav,3,1,8,1,1,1,14,3.636979166666667
D:/1188976/Audio_Speech_Actors_01-24\Actor_14\03-01-08-01-01-02-14.wav,3,1,8,1,1,2,14,3.57025
D:/1188976/Audio_Speech_Actors_01-24\Actor_14\03-01-08-01-02-01-14.wav,3,1,8,1,2,1,14,3.2032083333333334
D:/1188976/Audio_Speech_Actors_01-24\Actor_14\03-01-08-01-02-02-14.wav,3,1,8,1,2,2,14,3.3032916666666665
D:/1188976/Audio_Speech_Actors_01-24\Actor_14\03-01-08-02-01-01-14.wav,3,1,8,2,1,1,14,3.970625
D:/1188976/Audio_Speech_Actors_01-24\Actor_14\03-01-08-02-01-02-14.wav,3,1,8,2,1,2,14,3.703708333333333
D:/1188976/Audio_Speech_Actors_01-24\Actor_14\03-01-08-02-02-01-14.wav,3,1,8,2,2,1,14,3.703708333333333
D:/1188976/Audio_Speech_Actors_01-24\Actor_14\03-01-08-02-02-02-14.wav,3,1,8,2,2,2,14,3.7370625
